"Funding OrgName","Project Reference","ProjectCategory","Outcome Type","LeadRO Name","Department","PI Surname","PI First Name","PI Orcid iD","Influence","Type of Influence","Guideline Title","Geographic Reach","Impact","Url","GTR OutcomeId","GTR Outcome URL","GTRProjectUrl","ProjectId","FundingOrgId","LeadROId","PIId"
"ESRC","ES/R000352/1","Research Grant","Policy Influence","University of Oxford","Continuing Education","Mykhnenko","Vlad","http://orcid.org/0000-0001-8944-0608","Influenced training of practitioners and postgraduate researchers","Influenced training of practitioners or researchers",,"Multiple continents/international","The activity has involved a special 'Urban Futures' workshop for 30 international Master's in Sustainable Urban Development graduate students at the University of Oxford, which provided a practitioner training in 'Designing resilient cities - a guide to good practice interactive tool'. The aim of this training is to help urban designers analyse the resiliency of their sustainability solutions - the things they are doing today in the name of sustainability, such as incorporating greywater recycling into a housing development or cycle paths across a city. 

Details: MSc in Sustainable Urban Development, Department for Continuing Education, University of Oxford
Year 2 (2017-2019 cohort)
Teaching Week 8: Leadership, Governance and Future Cities
Title of Session: Urban Futures Methodology Workshop
Date: Thursday 7th March 2019 (3.30pm - 5pm)

Title of Session: Sustainable Urban Futures Workshop

Summary: Sustainable urban development, no matter what definition is used, is all about the future - putting in place solutions that will yield a positive legacy in cities, where most of the world's population now lives. Urban resilience is about putting in place solutions that are resistance to future uncertainties. The essential underlying question is 'how sustainable are these solutions?' while the answer inevitably is 'it depends on how the future develops'. However, predicting the future is complex - arguably, the only certainties are that there will be change, and that we must learn to live within the resource limitations of our planet. The Urban Futures Method aims to broaden the way we think about the form, function, and context of urban development and regeneration by focussing on the likely long-term performance of today's urban design solutions, and their associated vulnerabilities (see http://designingresilientcities.co.uk/).
 
In this workshop, we present and apply the Urban Futures Method to test the likely future performance of urban development and regeneration-related 'sustainability solutions' - actions taken today in the name of sustainability - in a series of possible future scenarios in the year 2050. If a proposed solution delivers a positive legacy, regardless of the future against which it is tested, then it can be adopted with confidence. The Method provides insights into the potential impacts of today's urban planning and design decisions, and challenges the conventional mainstream approach to sustainability by incorporating changing priorities and different ways of thinking into today's actions, with the intention to ensure relevance in the future.

Essential readings

Lombardi, D.R., Leach, J. M., Rogers, C.D.F, Aston, R., Barber, A and Whyatt, J.D. (2012) Designing Resilient Cities: A Guide to Good Practice. Bracknell, UK: IHS BRE Press.
Rogers, C.D.F., Lombardi, D.R., Cooper, R.F.D. and Leach, J.M. (2012) The Urban Futures Methodology Applied to Urban Regeneration. Proceedings of the Institution of Civil Engineers, Engineering Sustainability 165(1): 5-20.

Further readings
Hunt, D.V.L., Jefferson, I. and Rogers, C.D.F. (2013) Scenarios analysis through a futures performance framework. Proceedings of the Institution of Civil Engineers, Engineering Sustainability 165(5): 258-271.","https://twitter.com/Oxford_Urban/status/1100323316672483328","5c859a342fb0e9.07528903","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=5c859a342fb0e9.07528903&grantRef=ES%2FR000352%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=ES/R000352/1","48CB3CEB-B050-4F56-831D-57E5CD10FEEC","924BE15C-91F2-4AAD-941A-3F338324B6AE","3EAE04CA-9D62-4483-B9C4-F91AD9F4C5A9","BADC866D-2318-45ED-A050-23E043CC65CB"
"NERC","NE/K001027/1","Research Grant","Policy Influence","NERC British Geological Survey","Groundwater","Wang","Lei","","Nitrate time bomb method has been used by Environment Agency for better implementation of the EU Water Framework Directive","Gave evidence to a government review",,"National","The nitrate modelling work from this NERC project helped the Environment Agency (EA) realise the importance of considering the nitrate time lag in the groundwater system when managing water quality to meet the requirements of the EU Water Framework Directive. This led to EA's direct investment on integrating the nitrate time bomb model into their work of designation of Nitrate Vulnerable Zones. According to the EA, the nitrate time bomb model and its outputs have been used at both the policy and local level in England. The model has helped the EA to gain confidence in controlling nitrogen loads where long lag times mean the effects are not always seen in monitoring data and, conversely to limit regulation where the peak harm may have passed.",,"56d4cf33155ca9.02243802","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=56d4cf33155ca9.02243802&grantRef=NE%2FK001027%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/K001027/1","47FA7C34-1B08-489A-B008-ABEFDA90B861","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","7ADE0AB2-1050-4241-987D-F3B1C3322E05","C4511349-5A0C-4D6D-B8AB-62C948B9B79C"
"NERC","NE/N017374/1","Research Grant","Policy Influence","University of Leicester","Geography","Smith","Claire","","My Wild Garden #2","Citation in other policy documents",,"Local/Municipal/Regional","The project provided evidence for the importance of gardens for wildlife. A citation to the project publications and data image was included in the publication for the public, created by Lancashire Wildlife Trust. This was sent out to 100s of addresses mainly in Greater Manchester, Lancashire and Merseyside. The environmental benefits will include improved wildlife in gardens since seed packs were also included.","https://www.lancswt.org.uk/our-work/projects/my-wild-city","6017fd960b6cf6.23823268","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=6017fd960b6cf6.23823268&grantRef=NE%2FN017374%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/N017374/1","0693E9F8-B575-43E5-A2F3-AA4E72C502FB","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","C842A34F-18F7-454D-A259-FED802368496","4E048A3B-68A9-4779-9A47-754AEDDE186D"
"NERC","NE/J014893/1","Research Grant","Policy Influence","University of Exeter","Biosciences","Osborne","Juliet","http://orcid.org/0000-0002-9937-172X","Workshop to develop a tool for rapid assessment of pollination services provided by protected areas: TESSA","Participation in a advisory committee",,"Multiple continents/international",,"http://tessa.tools/","58b985bbdc96b9.55504976","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=58b985bbdc96b9.55504976&grantRef=NE%2FJ014893%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/J014893/1","190F78AC-2921-4571-A80A-233542A9036B","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","961756BF-E31F-4A13-836F-0A09BA02385C","2F954193-35C3-4195-95F1-7EEC666F2C92"
"NERC","pml010005","Other Grant","Policy Influence","Plymouth Marine Laboratory",,"Austen","Melanie","http://orcid.org/0000-0001-8133-0498","GESAMP WG40 (microplastics)","Participation in a national consultation",,"Multiple continents/international",,,"545b645b7282a2.89636998","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=545b645b7282a2.89636998&grantRef=pml010005","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=pml010005","92620BAD-86BA-42E8-A65A-6620827F1B74","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","EEF9EA95-341D-48C2-8A68-B838D35497C8","139942FB-1283-49AA-873B-5A6C4E2FD27C"
"NERC","NE/T001852/1","Research Grant","Policy Influence","University of Surrey","Sociology","Gilbert","Nigel","http://orcid.org/0000-0002-5937-2410","Submission of Briefing Paper to NHS Net Zero Call (Paper entitled -Recommendations for mitigating air quality impacts associated with the 'NHS App')","Implementation circular/rapid advice/letter to e.g. Ministry of Health",,"National",,"https://www.engage.england.nhs.uk/survey/nhs-net-zero/","6045f58d59b149.60699710","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=6045f58d59b149.60699710&grantRef=NE%2FT001852%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/T001852/1","AF6C685A-3A45-4E76-9F2E-8CA488AA8142","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","67B34D05-3A52-4A09-8FF9-F2398D60E246","9E2D8A0A-8687-4F67-AC1F-1EAFB21B62E1"
"NERC","NE/S00940X/1","Research Grant","Policy Influence","University of Birmingham","Sch of Geography, Earth & Env Sciences","Levine","James","http://orcid.org/0000-0002-0932-9115","INVITED CO-AUTHOR - Revised Trees & Design Action Group Guide, 'First Steps in Air Quality for Built Environment Practitioners' - Jan 19","Influenced training of practitioners or researchers",,"National",,"http://epapers.bham.ac.uk/3069/","5e62999e0e5a72.68050045","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=5e62999e0e5a72.68050045&grantRef=NE%2FS00940X%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/S00940X/1","91A686C6-6C8C-4C5E-B9F4-59F45E552AC4","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","818CD6C9-61EE-41F2-9F37-0C7A8F43E25D","268A3E50-DD05-4AB1-A5B8-11C0032E3CA0"
"NERC","NE/S00940X/1","Research Grant","Policy Influence","University of Birmingham","Sch of Geography, Earth & Env Sciences","Levine","James","http://orcid.org/0000-0002-0932-9115","INVITED REVIEWER - Draft Lancashire County Council Public Health Advisory Note, 'Green Infrastructure and Roadside Air Quality' (about to be published) - Oct 19","Influenced training of practitioners or researchers",,"Local/Municipal/Regional",,,"5e5951a1be7830.15336598","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=5e5951a1be7830.15336598&grantRef=NE%2FS00940X%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/S00940X/1","91A686C6-6C8C-4C5E-B9F4-59F45E552AC4","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","818CD6C9-61EE-41F2-9F37-0C7A8F43E25D","268A3E50-DD05-4AB1-A5B8-11C0032E3CA0"
"NERC","NE/L013371/1","Research Grant","Policy Influence","NERC Centre for Ecology and Hydrology","Atmospheric Chemistry and Effects","Sutton","Mark","","Mark Sutton provides oral evidence: UK House of Commons. Environment, Food and Rural Affairs Committee, Air Quality. Fourth Report of Session 2015-16. (HC 479).","Participation in a national consultation",,"National","MPs and stakeholders made aware of the importance of ammonia mitigation and the economic opportunities of this, as well as the scientific underpinning of its behaviour in the atmosphere and the effectiveness of the control measures.","http://data.parliament.uk/writtenevidence/committeeevidence.svc/evidencedocument/environment-food-and-rural-affairs-committee/air-quality/written/24884.pdf","58ca749bbd52e2.30182162","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=58ca749bbd52e2.30182162&grantRef=NE%2FL013371%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/L013371/1","E18E9535-B8E1-4400-9776-C85A2D6374F9","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","4FC881BE-799E-459C-A287-2A68170426DA","AD04302A-28C2-4AEF-AFC4-D4A5839455A8"
"NERC","NE/N005430/1","Fellowship","Policy Influence","University of York","Chemistry","Moller","Sarah","http://orcid.org/0000-0003-4923-9509","Designed a programme of events to consult with the air quality research community on the content of the Government Clean Air Strategy","Participation in a national consultation",,"National",,,"5c8570b5bb2121.97362112","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=5c8570b5bb2121.97362112&grantRef=NE%2FN005430%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/N005430/1","CA17C511-BAB4-43FD-A7BE-CA54FB2C9F21","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","8319F78A-DCBD-49F6-BE00-78E1CD75CDA9","26BD2ED2-8A78-4E69-AAFA-C43306C11C57"
"EPSRC","EP/N032888/1","Research Grant","Policy Influence","University of Birmingham","Chemical Engineering","Radcliffe","Jonathan","http://orcid.org/0000-0001-7671-6265","Alternate Delegate to the Energy Storage Technology Collaboration Programme of the International Energy Agency, for Department of Business Energy and Industrial Strategy","Participation in a advisory committee",,"Multiple continents/international",,"https://iea-es.org/","6230aead6afed7.39633276","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=6230aead6afed7.39633276&grantRef=EP%2FN032888%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/N032888/1","CFF85B78-672E-4D0F-A18B-4C4E7559E1E2","798CB33D-C79E-4578-83F2-72606407192C","818CD6C9-61EE-41F2-9F37-0C7A8F43E25D","B1C9E6F7-2164-4BB9-ADA9-A84B0FEFED88"
"EPSRC","EP/P023436/1","Research Grant","Policy Influence","University of Birmingham","Chemical Engineering","Radcliffe","Jonathan","http://orcid.org/0000-0001-7671-6265","Alternate Delegate to the Energy Storage Technology Collaboration Programme of the International Energy Agency, for Department of Business Energy and Industrial Strategy","Participation in a advisory committee",,"Multiple continents/international",,"https://iea-es.org/","6230aead6afed7.39633276","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=6230aead6afed7.39633276&grantRef=EP%2FP023436%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/P023436/1","48E8E0EB-9A8F-49E0-9BCC-BE8128226A3C","798CB33D-C79E-4578-83F2-72606407192C","818CD6C9-61EE-41F2-9F37-0C7A8F43E25D","B1C9E6F7-2164-4BB9-ADA9-A84B0FEFED88"
"NERC","NE/P009069/1","Research Grant","Policy Influence","University of Southampton","School of Ocean and Earth Science","Haigh","Ivan","","Thames Barrier future closure assessment","Gave evidence to a government review",,"National","Ivan Haigh has been commissioned by the Environment Agency and Jacobs to assess future closures in the Thames Barrier with sea level rise.",,"5e68a095900567.99198930","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=5e68a095900567.99198930&grantRef=NE%2FP009069%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/P009069/1","A740B64C-F8B7-4E47-BE56-2CFC1908C26A","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","30A429E3-83B7-4E41-99C0-14A144F07DFE","047C9618-7E9A-4D31-8522-6BB3AD0CF16E"
"NERC","NE/M018660/1","Fellowship","Policy Influence","University of Bristol","Biological Sciences","Razgour","Orly","http://orcid.org/0000-0003-3186-0313","Advising Natural England on Favourable Conservation Status statement","Participation in a advisory committee",,"National",,,"5aa791448544e9.36902371","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=5aa791448544e9.36902371&grantRef=NE%2FM018660%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/M018660/1","B1113D8A-2082-4C93-8EB9-8689D245AEA3","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","4A348A76-B2D0-4DDD-804A-CE735A6D3798","15D67514-8BA4-4CF4-9D16-A13EE213678F"
