"FundingOrgName","ProjectReference","LeadROName","Department","ProjectCategory","PISurname","PIFirstName","PIOtherNames","PI ORCID iD","StudentSurname","StudentFirstName","StudentOtherNames","Student ORCID iD","Title","StartDate","EndDate","AwardPounds","ExpenditurePounds","Region","Status","GTRProjectUrl","ProjectId","FundingOrgId","LeadROId","PIId","School","College"
"EPSRC","EP/D079829/1","University of Edinburgh","Sch of Informatics","Fellowship","Atkinson","Malcolm","Phillip",NA,NA,NA,NA,NA,"e-Science Core Programme Senior Research Fellow","31/03/2006","29/09/2011",1134684,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/D079829/1","403F4D8A-CB0C-4430-AFA6-73D7B29CFAB1","798CB33D-C79E-4578-83F2-72606407192C","2DB7ED73-8E89-457A-A395-FAC12F929C1A","EED80DCA-4979-4F7F-86F5-53520E9F0462","School of Informatics","College of Science and Engineering"
"MRC","G0800759","University of Edinburgh","Centre for Molecular Medicine","Research Grant","Satsangi","Jack",NA,NA,NA,NA,NA,NA,"Evaluating the importance of autophagy/xenophagy in protecting the intestinal epithelium in Crohn s Disease","01/02/2009","31/01/2012",330036,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=G0800759","4C7E0831-049C-4A8E-96CB-45EFB43D9652","C008C651-F5B0-4859-A334-5F574AB6B57C","2DB7ED73-8E89-457A-A395-FAC12F929C1A","89BA485B-7769-4A31-9B5A-33FC964268AB","Institute of Genetics and Cancer","College of Medicine & Veterinary Medicine"
"BBSRC","BB/J006580/1","University of Edinburgh","Sch of Biological Sciences","Research Grant","Ennos","Richard",NA,NA,NA,NA,NA,NA,"Population Genomic Analysis of Introgression between Outcrossing and Selfing Plant Taxa","31/05/2012","30/08/2015",327374,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=BB/J006580/1","4C6DF0BC-0CEE-4ECB-B0DB-789C6638410C","2512EF1C-401B-4222-9869-A770D4C5FAC7","2DB7ED73-8E89-457A-A395-FAC12F929C1A","3FB5CD1D-4630-4463-A186-E88CDB3E8A05","School of Biological Sciences","College of Science and Engineering"
"BBSRC","BB/K000764/1","University of Edinburgh","The Roslin Institute","Research Grant","Burt","David","William","http://orcid.org/0000-0002-9991-1028",NA,NA,NA,NA,"Epigenetic control of seasonal timing","01/11/2012","30/06/2016",921745,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=BB/K000764/1","C35D605B-6477-4525-9A41-9DFF39A3B462","2512EF1C-401B-4222-9869-A770D4C5FAC7","2DB7ED73-8E89-457A-A395-FAC12F929C1A","67BC6003-E451-4ECA-BC17-ABAD6D214DFA","Royal (Dick) School of Veterinary Science","College of Medicine & Veterinary Medicine"
"ESRC","ES/V015435/1","University of Edinburgh","Sch of Social and Political Science","Research Grant","Naumann","Ingela","Kristina",NA,NA,NA,NA,NA,"Childcare and Wellbeing in Times of Covid-19: Developing crisis-resilient care solutions","30/10/2020","28/10/2021",307115,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=ES/V015435/1","EAE8824C-26BB-461B-B907-D64BD7EDF033","924BE15C-91F2-4AAD-941A-3F338324B6AE","2DB7ED73-8E89-457A-A395-FAC12F929C1A","6A374A3D-9851-404E-BD21-62B6E94B589E","School of Social and Political Science","College of Arts, Humanities & Social Sciences"
"BBSRC","BB/S021035/1","University of Edinburgh","Centre for Discovery Brain Sciences","Research Grant","Leng","Gareth",NA,NA,NA,NA,NA,NA,"Modelling the vasopressin system","30/09/2019","29/09/2022",693433,NA,"Scotland","Active","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=BB/S021035/1","50F8BA8D-AD85-4C63-9846-CFCDCFE6D71B","2512EF1C-401B-4222-9869-A770D4C5FAC7","2DB7ED73-8E89-457A-A395-FAC12F929C1A","2DA9C30A-70ED-4F41-A89D-E654908DEA42","Medical School","College of Medicine & Veterinary Medicine"
"NERC","NE/D009707/1","University of Edinburgh","Sch of Geosciences","Fellowship","Darling","Kathryn Frances",NA,NA,NA,NA,NA,NA,"Foraminiferal genotype adaptation and their potential to enhance palaeoceanographic proxies","30/04/2006","31/10/2009",301542,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/D009707/1","1E973329-5FEB-4810-BA8E-09F84177CE4A","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","2DB7ED73-8E89-457A-A395-FAC12F929C1A","137FFA16-3B59-4BB3-BA57-BBDD9ACD4A63","School of Geosciences","College of Science and Engineering"
"BBSRC","BB/V001981/1","University of Edinburgh","The Roslin Institute","Research Grant","Meddle","Simone",NA,NA,NA,NA,NA,NA,"Light in early life: understanding the mechanisms of embryonic photoreception to improve poultry welfare and production","31/07/2021","30/07/2024",523574,NA,"Scotland","Active","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=BB/V001981/1","2FA90A98-B686-4789-A8CF-C0968EE86DD8","2512EF1C-401B-4222-9869-A770D4C5FAC7","2DB7ED73-8E89-457A-A395-FAC12F929C1A","FDA986DE-FF42-437E-B7FF-278A2CE210EC","Royal (Dick) School of Veterinary Science","College of Medicine & Veterinary Medicine"
"EPSRC","EP/K012789/1","University of Edinburgh","Edinburgh College of Art","Research Grant","Carter","Kate",NA,NA,NA,NA,NA,NA,"Learning Energy Systems : A dynamic innovative solution to reducing energy demand","29/09/2013","29/09/2015",267735,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/K012789/1","06E978DE-51D4-4D66-A292-F0030CCD2156","798CB33D-C79E-4578-83F2-72606407192C","2DB7ED73-8E89-457A-A395-FAC12F929C1A","A4060469-5CDB-4EDB-9FF9-027DEB6F6EA8","Edinburgh College of Art","College of Arts, Humanities & Social Sciences"
"NERC","NE/V007904/1","University of Edinburgh","Sch of Geosciences","Fellowship","Fisher","Janet",NA,NA,NA,NA,NA,NA,"Developing a Toolkit for Mapping and Deliberating Values for Uplands Management (MADEVU)","30/09/2020","30/05/2022",133849,NA,"Scotland","Active","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/V007904/1","A2496905-423F-4772-A863-64B05B2F7485","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","2DB7ED73-8E89-457A-A395-FAC12F929C1A","7764E7F7-0E36-4396-AF4C-2E1A420F8C2F","School of Geosciences","College of Science and Engineering"
"ESRC","ES/S005757/1","University of Edinburgh","Sch of Social and Political Science","Research Grant","Hackl","Andreas",NA,"http://orcid.org/0000-0002-5974-2530",NA,NA,NA,NA,"Digital livelihoods? The online gig economy and the future of decent refugee work in cities","30/04/2019","29/04/2021",242952,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=ES/S005757/1","E18B1646-FA53-46FD-839D-4B1C5FB3D2F5","924BE15C-91F2-4AAD-941A-3F338324B6AE","2DB7ED73-8E89-457A-A395-FAC12F929C1A","E445A16D-CBC8-4141-9D37-972B47FFA589","School of Social and Political Science","College of Arts, Humanities & Social Sciences"
"EPSRC","EP/V03829X/1","University of Edinburgh","Sch of Chemistry","Research Grant","Ingleson","Michael","James",NA,NA,NA,NA,NA,"Catalysing 3 routes to C-H Borylation using Earth-abundant Metals","30/09/2021","30/03/2025",510418,NA,"Scotland","Active","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/V03829X/1","3AFD6197-8D6C-4D23-8964-C04562842AF5","798CB33D-C79E-4578-83F2-72606407192C","2DB7ED73-8E89-457A-A395-FAC12F929C1A","0DBC73A3-7FE7-46CF-975F-004615BB9256","School of Chemistry","College of Science and Engineering"
"EPSRC","EP/V028618/1","University of Edinburgh","Sch of Engineering","Research Grant","Polydorides","Nicholas",NA,NA,NA,NA,NA,NA,"RAPID: ReAl-time Process ModellIng and Diagnostics: Powering Digital Factories","19/01/2022","18/01/2025",422204,NA,"Scotland","Active","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/V028618/1","4A148473-2283-445A-BEFC-7A240328DBE7","798CB33D-C79E-4578-83F2-72606407192C","2DB7ED73-8E89-457A-A395-FAC12F929C1A","8CEA3373-CB87-40C0-89D2-74D3281EB737","School of Engineering","College of Science and Engineering"
"AHRC","AH/S005927/1","University of Edinburgh","Sch of Literature Languages & Culture","Research Grant","Keown","Michelle","Maria","http://orcid.org/0000-0002-1292-1515",NA,NA,NA,NA,"Navigating Futures: arts education as a route to youth empowerment and pedagogical innovation","01/02/2019","31/01/2020",83032,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=AH/S005927/1","D5C739B9-8AEE-467F-9BCE-D6EE928E5AC5","1291772D-DFCE-493A-AEE7-24F7EEAFE0E9","2DB7ED73-8E89-457A-A395-FAC12F929C1A","EA60A917-3A7F-4366-B95D-4C1DCF41EA37","School of Literatures, Languages & Culture","College of Arts, Humanities & Social Sciences"
"STFC","ST/K003593/1","University of Edinburgh","Sch of Physics and Astronomy","Research Grant","Clarke","Peter",NA,NA,NA,NA,NA,NA,"GridPP4 Tranche-II ScotGrid-Edinburgh staff grant","31/03/2013","29/09/2015",221764,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=ST/K003593/1","5567533B-3D8D-4BB9-A3B4-807FDB7F5BF9","D7F4F462-0518-4784-908A-D12633C139B3","2DB7ED73-8E89-457A-A395-FAC12F929C1A","09556D1D-6C9F-475A-8F4E-2B70A2A5D8D1","School of Physics and Astronomy","College of Science and Engineering"
"ESRC","ES/N007018/1","University of Edinburgh","Edinburgh College of Art","Research Grant","Speed","Chris",NA,NA,NA,NA,NA,NA,"After Money: If you change the representation of value, does it change the values that you can represent?","29/02/2016","14/05/2018",199195,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=ES/N007018/1","39214B23-34D7-4D35-835D-97DC615629B8","924BE15C-91F2-4AAD-941A-3F338324B6AE","2DB7ED73-8E89-457A-A395-FAC12F929C1A","ADDE3750-CED3-4CA4-A303-BAD32A0C4A82","Edinburgh College of Art","College of Arts, Humanities & Social Sciences"
"STFC","ST/I00372X/1","University of Edinburgh","Sch of Physics and Astronomy","Research Grant","Clark","Philip",NA,NA,NA,NA,NA,NA,"GridPP4: The UK Grid for Particle Physics","31/05/2011","29/09/2013",224912,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=ST/I00372X/1","126587F4-643A-4381-8993-CDB9D9640C15","D7F4F462-0518-4784-908A-D12633C139B3","2DB7ED73-8E89-457A-A395-FAC12F929C1A","6F5F141B-6EA4-434A-B6C2-67C7D67E512B","School of Physics and Astronomy","College of Science and Engineering"
"NERC","NE/T005920/1","University of Edinburgh","Sch of Geosciences","Research Grant","Naylor","Mark",NA,NA,NA,NA,NA,NA,"Sounding out the river: a new system for monitoring bedload mobilisation and transport","14/02/2020","30/08/2022",217678,NA,"Scotland","Active","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/T005920/1","E475070C-4ECA-4ACF-9F72-630A3A5CB8B0","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","2DB7ED73-8E89-457A-A395-FAC12F929C1A","BC4B8B47-4444-4829-9F30-9CD46148AF14","School of Geosciences","College of Science and Engineering"
"NERC","NE/H02297X/1","University of Edinburgh","Sch of Geosciences","Research Grant","Main","Ian","Graham","http://orcid.org/0000-0001-7031-6746",NA,NA,NA,NA,"Hazard forecasting in real time: from controlled laboratory tests to volcanoes and earthquakes","01/01/2011","29/06/2014",526969,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/H02297X/1","E6D20922-F170-4BE1-BBEF-95FA74C64A3B","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","2DB7ED73-8E89-457A-A395-FAC12F929C1A","9A9B68B3-14B0-4ABF-B951-A53DC2CFDF12","School of Geosciences","College of Science and Engineering"
"BBSRC","BB/M011925/1","University of Edinburgh","The Roslin Institute","Research Grant","Hume","David","Arthur",NA,NA,NA,NA,NA,"Macrophage Biology and Disease Susceptibility in Poultry","21/06/2015","30/11/2018",761555,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=BB/M011925/1","25C8DBF9-8514-423E-8623-020261A62A26","2512EF1C-401B-4222-9869-A770D4C5FAC7","2DB7ED73-8E89-457A-A395-FAC12F929C1A","04500FFE-1F94-4408-9BD3-DF03F442C094","Royal (Dick) School of Veterinary Science","College of Medicine & Veterinary Medicine"
"NERC","NE/D008883/1","University of Edinburgh","Sch of Biological Sciences","Fellowship","Wilson","Alastair","J.",NA,NA,NA,NA,NA,"Ontogeny, plasticity and phenotypic evolution in the wild","30/09/2006","29/09/2009",217877,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/D008883/1","DB061DFC-30B1-48DE-9A36-3B45661AE561","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","2DB7ED73-8E89-457A-A395-FAC12F929C1A","585C2432-D7FE-447C-8FFE-69C6B367DDE8","School of Biological Sciences","College of Science and Engineering"
"Innovate UK","971516","University of Edinburgh",NA,"Small Business Research Initiative",NA,NA,NA,NA,NA,NA,NA,NA,"A novel livestock vaccination platform to prevent zoonotic emerging infections","31/03/2017","30/03/2018",327239,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=971516","D88CBC9A-84A5-4816-B893-457FB0572D1A","05923FEC-036B-4EA9-8068-0AD5AE082931","2DB7ED73-8E89-457A-A395-FAC12F929C1A",NA,"Other","Other"
"NERC","NE/J010790/1","University of Edinburgh","Sch of Biological Sciences","Research Grant","Obbard","Darren","Jack",NA,NA,NA,NA,NA,"Population genomics of Daphnia: mapping the 'arms-race genome'","31/05/2012","30/09/2016",347624,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/J010790/1","8E60206F-20AB-4C1C-A597-058D09922C3E","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","2DB7ED73-8E89-457A-A395-FAC12F929C1A","AF5EB2D3-7ECE-47CA-ABDC-31FA6A79ADC3","School of Biological Sciences","College of Science and Engineering"
"AHRC","AH/L006774/1","University of Edinburgh","Sch of Literature Languages & Culture","Research Grant","Pierret","Thomas",NA,NA,NA,NA,NA,NA,"The Arab World in Transition","14/02/2014","31/07/2016",313707,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=AH/L006774/1","C1162C46-9B3C-48F2-A8B1-F42B40BABB33","1291772D-DFCE-493A-AEE7-24F7EEAFE0E9","2DB7ED73-8E89-457A-A395-FAC12F929C1A","EC5EA890-533D-4C1B-86B0-25B1B7D59429","School of Literatures, Languages & Culture","College of Arts, Humanities & Social Sciences"
"BBSRC","BB/N004736/1","University of Edinburgh","The Roslin Institute","Research Grant","Hickey","John","Micheal",NA,NA,NA,NA,NA,"15AGRITECHCAT3 Innovative NextGen pig breeding using DNA sequence data","01/11/2015","31/10/2018",1170166,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=BB/N004736/1","7EBC9FFA-BD60-40C2-973F-C9C1C2276B36","2512EF1C-401B-4222-9869-A770D4C5FAC7","2DB7ED73-8E89-457A-A395-FAC12F929C1A","77EAFF72-9A8B-4F11-9BE4-832B5A83E14D","Royal (Dick) School of Veterinary Science","College of Medicine & Veterinary Medicine"
"BBSRC","BB/N004728/1","University of Edinburgh","The Roslin Institute","Research Grant","Hickey","John","Micheal",NA,NA,NA,NA,NA,"15AGRITECHCAT3 Precision Breeding: Broilers from Sequence to Consequence","01/11/2015","31/10/2018",1237352,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=BB/N004728/1","98F813EB-BCC6-40C0-8DD3-91A2CF39A158","2512EF1C-401B-4222-9869-A770D4C5FAC7","2DB7ED73-8E89-457A-A395-FAC12F929C1A","77EAFF72-9A8B-4F11-9BE4-832B5A83E14D","Royal (Dick) School of Veterinary Science","College of Medicine & Veterinary Medicine"
"BBSRC","BB/E018645/1","University of Edinburgh","Veterinary Clinical Studies","Research Grant","Sargison","Neil","D",NA,NA,NA,NA,NA,"Population genetics and genomics of ovine nematode parasites and their application to study the molecular basis of anthelmintic resistance.","30/09/2007","29/09/2010",15527,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=BB/E018645/1","EC786D98-7B6A-4230-8FE2-110C0A653C3C","2512EF1C-401B-4222-9869-A770D4C5FAC7","2DB7ED73-8E89-457A-A395-FAC12F929C1A","EEA8A418-BA04-4AD0-B951-0646C0CDD0D9","Royal (Dick) School of Veterinary Science","College of Medicine & Veterinary Medicine"
"MRC","MR/W003511/1","University of Edinburgh","Moray House School of Education","Research Grant","Niven","Ailsa",NA,NA,NA,NA,NA,NA,"Are we sitting (too) comfortably?: Developing health-enhancing intervention strategies to reduce time spent sitting whilst working from home","31/07/2021","30/07/2022",148601,NA,"Scotland","Active","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=MR/W003511/1","1A65850C-B7B8-45C0-B27A-172CE7D865A6","C008C651-F5B0-4859-A334-5F574AB6B57C","2DB7ED73-8E89-457A-A395-FAC12F929C1A","9601FFDE-44C4-4DF1-BA5B-3D846CC9F6D7","Moray House School of Education and Sport","College of Arts, Humanities & Social Sciences"
"EPSRC","EP/W030276/1","University of Edinburgh","Sch of Chemistry","Research Grant","Michel","Julien",NA,NA,NA,NA,NA,NA,"Supporting the OpenMM Community-led Development of Next-Generation Condensed Matter Modelling Software","30/04/2022","29/04/2025",464870,NA,"Scotland","Active","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/W030276/1","8DC280CE-E415-4BA8-9B6D-6E41E0437BAA","798CB33D-C79E-4578-83F2-72606407192C","2DB7ED73-8E89-457A-A395-FAC12F929C1A","FE6311A5-17A2-4716-9D8D-8D7E4BCCAF6D","School of Chemistry","College of Science and Engineering"
"NERC","NE/D001129/1","University of Edinburgh","Sch of Geosciences","Research Grant","Merchant","Christopher","John","http://orcid.org/0000-0003-4687-9850",NA,NA,NA,NA,"SURFACE TEMPERATURE OF THE GLOBAL OCEANS","23/01/2006","22/03/2011",383378,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/D001129/1","23A7B2DF-D97D-4EC4-BA2D-07AFD703340D","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","2DB7ED73-8E89-457A-A395-FAC12F929C1A","0BB23C0D-0D0C-406C-B9CD-58BF95CCB90A","School of Geosciences","College of Science and Engineering"
"NERC","NE/F001185/1","University of Edinburgh","Sch of Biological Sciences","Research Grant","Kille","Peter",NA,NA,NA,NA,NA,NA,"Sequencing a Soil Sentinel (SeqaWorm)","31/03/2008","30/03/2010",55138,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/F001185/1","0B57C363-1DD9-4346-8A7B-23A5D8D12837","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","2DB7ED73-8E89-457A-A395-FAC12F929C1A","4EC60C70-E5AF-47EB-BE72-022ABC48B8EC","School of Biological Sciences","College of Science and Engineering"
"EPSRC","EP/N011341/1","University of Edinburgh","Sch of Engineering","Research Grant","Sefiane","Khellil",NA,NA,NA,NA,NA,NA,"Flow Boiling and Condensation of Mixtures in Microscale","01/03/2016","31/12/2019",387041,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/N011341/1","655062EF-FA4F-4420-A42D-2D5288ABEF0F","798CB33D-C79E-4578-83F2-72606407192C","2DB7ED73-8E89-457A-A395-FAC12F929C1A","6BB17F38-E5C3-45F7-9A1B-70DCC72329C0","School of Engineering","College of Science and Engineering"
"NERC","NE/N012356/1","University of Edinburgh","Sch of Geosciences","Research Grant","Main","Ian","Graham","http://orcid.org/0000-0001-7031-6746",NA,NA,NA,NA,"Probability and Uncertainty in Risk Estimation and Communication","25/01/2016","31/03/2019",203663,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/N012356/1","8515376B-9785-4ACB-B754-5ED02EA41949","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","2DB7ED73-8E89-457A-A395-FAC12F929C1A","9A9B68B3-14B0-4ABF-B951-A53DC2CFDF12","School of Geosciences","College of Science and Engineering"
